System	Family	ID	True [eV]	Prediction [eV]	Error [eV]	Abs. error [eV]
C2H1O1-Cu4    	3361	radicals	-20.609018464082567	-20.67172657091237	-0.06270810682980255	0.06270810682980255
C1H4-Fe3      	4504	radicals	-17.083980184692678	-17.11183801004097	-0.027857825348291954	0.027857825348291954
C2H1O1-Ru7    	3674	radicals	-3.815144169604082	-3.814820791676766	0.0003233779273159598	0.0003233779273159598
C2H2O1-Pd4    	3883	radicals	-46.04912490769311	-46.213493964514555	-0.16436905682144243	0.16436905682144243
H1N1-Rh3      	4642	radicals	-13.19188469036294	-12.886696377095177	0.3051883132677631	0.3051883132677631
C2H5O2-Cd4    	3216	radicals	-18.2000749321312	-18.182091964465826	0.017982967665375327	0.017982967665375327
C1H1O1-Zn3    	3791	radicals	-20.302778383824375	-20.19836674963392	0.10441163419045552	0.10441163419045552
C2H3-Au3      	3023	radicals	-23.687398868633807	-23.58128595105501	0.10611291757879826	0.10611291757879826
C2H1O2-Rh4    	3496	radicals	-8.137763740742685	-8.459739312071406	-0.32197557132872134	0.32197557132872134
S1-Rh6        	4053	radicals	-19.44756680743137	-19.4715354216587	-0.023968614227328544	0.023968614227328544
C2H2O1-Cu4    	3349	radicals	-26.45733263152708	-26.328399189953757	0.12893344157332365	0.12893344157332365
C2H3O1-Pt4    	3719	radicals	-21.330793265491877	-21.331658892992436	-0.0008656275005591851	0.0008656275005591851
C2H3O2-Fe7    	4228	radicals	-10.588391081888403	-10.835347706439734	-0.2469566245513306	0.2469566245513306
C1O1-Co4      	4287	radicals	-12.140616175178138	-12.156092569543489	-0.015476394365350643	0.015476394365350643
C2H3O1-Pt4    	3726	radicals	-30.018171312241634	-29.73977308561703	0.2783982266246028	0.2783982266246028
C1H2O1-Zn1    	3795	radicals	-24.143270451039342	-24.068158828880343	0.07511162215899958	0.07511162215899958
H2O1-Ru1      	3602	radicals	-38.864765270232056	-38.55228360161334	0.31248166861871596	0.31248166861871596
C2H5-Co7      	4301	radicals	-43.46996667133908	-43.33772876086641	0.13223791047266786	0.13223791047266786
C1H3-Ag4      	4075	radicals	-11.553459661277202	-11.53906066751847	0.014398993758732104	0.014398993758732104
H3N1-Co7      	4619	radicals	-19.8308351156129	-19.833008846265784	-0.002173730652884842	0.002173730652884842
C2H1O1-Rh4    	3546	radicals	-46.34202643717617	-46.467845690154945	-0.12581925297877206	0.12581925297877206
C2H1O1-Ir3    	3975	radicals	-3.2942201875773662	-3.2298458956952345	0.06437429188213173	0.06437429188213173
C2H3-Ir4      	3930	radicals	-6.6626240580585545	-6.680351478288685	-0.01772742023013052	0.01772742023013052
C1H3-Co4      	4291	radicals	-6.4126544976966215	-6.439947594762089	-0.02729309706546701	0.02729309706546701
O1-Cd4        	4087	radicals	-27.647567733548094	-27.70681899934847	-0.059251265800376984	0.059251265800376984
N1-Au1        	4054	radicals	-21.941772479189524	-21.906002542431793	0.0357699367577311	0.0357699367577311
C2H4-Ni3      	4383	radicals	-7.043886634364071	-7.0525026843104115	-0.008616049946340354	0.008616049946340354
H2S1-Zn1      	4551	radicals	-19.133186673761315	-19.387976931420212	-0.25479025765889673	0.25479025765889673
C2H6-Au1      	3021	radicals	-12.631836711490905	-12.458679662312989	0.17315704917791663	0.17315704917791663
C1H2O2-Ni3    	4368	radicals	-19.73769754018599	-19.764732723636257	-0.02703518345026623	0.02703518345026623
H1O1-Rh1      	3548	radicals	-3.5460953115305074	-3.5813750546740266	-0.03527974314351923	0.03527974314351923
C2H2O1-Cu5    	3357	radicals	-32.539821516582435	-32.562211494415806	-0.022389977833370267	0.022389977833370267
S1-Ir6        	4048	radicals	-12.090461047378085	-12.271402828611144	-0.18094178123305937	0.18094178123305937
C2H3O1-Ni4    	4419	radicals	-39.99741775627581	-39.93301585896086	0.06440189731495138	0.06440189731495138
C1H1O1-Zn3    	3800	radicals	-26.586812981090436	-26.8976609503358	-0.3108479692453656	0.3108479692453656
H1-Ag4        	3456	radicals	-53.74472769625436	-53.66556477964741	0.07916291660694696	0.07916291660694696
C1H4O1-Rh3    	3511	radicals	-34.53113192012506	-34.54552066043732	-0.014388740312256232	0.014388740312256232
C2H4O2-Ir5    	3946	radicals	-40.30362352692464	-40.423681920437275	-0.12005839351263603	0.12005839351263603
C2H3O2-Fe9    	4246	radicals	-11.387090393666313	-11.365867336914562	0.021223056751750846	0.021223056751750846
C2H3O1-Rh4    	3533	radicals	-19.618849053357508	-19.537420125079393	0.08142892827811465	0.08142892827811465
C2H6O2-Pt3    	3709	radicals	-24.82959751052826	-24.774148252258385	0.055449258269874235	0.055449258269874235
N1-Ag3        	4071	radicals	-39.80338311261971	-39.87039885005936	-0.06701573743964673	0.06701573743964673
C2H1O2-Fe9    	4244	radicals	-12.579440022545896	-12.64652595665757	-0.06708593411167385	0.06708593411167385
C1-Ir1        	3998	radicals	-42.908516336479806	-43.264090085730004	-0.3555737492501976	0.3555737492501976
H2N1-Zn2      	4572	radicals	-28.3665599566246	-28.344863861063317	0.021696095561281936	0.021696095561281936
C1-Os6        	3193	radicals	-39.82234567878686	-39.45793582485442	0.3644098539324432	0.3644098539324432
C1H2O1-Zn3    	3803	radicals	-35.83430868578239	-35.79810061136948	0.03620807441291163	0.03620807441291163
C2H6O1-Au1    	3080	radicals	-40.00964380810831	-39.953909227972076	0.05573458013623167	0.05573458013623167
C2H6O1-Rh5    	3539	radicals	-38.28214630076002	-38.35140359934462	-0.06925729858460272	0.06925729858460272
C1H1O2-Os4    	3104	radicals	-30.315080756206783	-30.523293155795727	-0.20821239958894466	0.20821239958894466
C2H4O1-Cd4    	3263	radicals	-39.1893657238586	-39.27913464775486	-0.08976892389625846	0.08976892389625846
H1N1-Cu3      	4556	radicals	-27.0145435359842	-27.034101319648812	-0.019557783664613027	0.019557783664613027
C2H1O1-Au3    	3069	radicals	-35.132423204356314	-35.155532895259626	-0.023109690903311275	0.023109690903311275
C2H5-Ag1      	3386	radicals	-16.881292420937598	-16.990281035889552	-0.10898861495195433	0.10898861495195433
C2H4O1-Au4    	3064	radicals	-46.70933170664807	-46.73649387508931	-0.027162168441236645	0.027162168441236645
C1H2-Zn3      	4141	radicals	-32.786624733799954	-32.6903582797446	0.09626645405535328	0.09626645405535328
C1H3-Ru3      	3600	radicals	-32.940391726965345	-32.749930803769416	0.19046092319592844	0.19046092319592844
H2O1-Cu1      	3368	radicals	-6.71344171624628	-6.634005900217744	0.07943581602853556	0.07943581602853556
C2H3O1-Pt4    	3735	radicals	-27.484983466549274	-27.319773109514944	0.1652103570343293	0.1652103570343293
H1O1-Ru1      	3611	radicals	-20.30533228072352	-20.393750510228244	-0.08841822950472533	0.08841822950472533
C2H2O1-Ru5    	3630	radicals	-4.992523766628892	-5.913344780841044	-0.9208210142121516	0.9208210142121516
C1H2O1-Ag4    	3416	radicals	-21.284566785145387	-21.35430757316766	-0.06974078802227268	0.06974078802227268
C2H3O2-Ag3    	3401	radicals	-29.635818518521404	-29.722247382228147	-0.08642886370674319	0.08642886370674319
C2H3O1-Ru4    	3628	radicals	-23.232850966731974	-23.303884872100184	-0.07103390536821053	0.07103390536821053
C1H3-Fe4      	4528	radicals	-39.57468393260865	-39.59823609916373	-0.023552166555077747	0.023552166555077747
C2H2O1-Zn3    	3826	radicals	-11.519952975647357	-11.43436193682669	0.08559103882066665	0.08559103882066665
C2H4O1-Co8    	4350	radicals	-30.017499908679127	-29.61962359417609	0.39787631450303707	0.39787631450303707
H2S1-Cu3      	4579	radicals	-19.928157674655267	-19.89764262921642	0.030515045438846755	0.030515045438846755
C2H3-Pd4      	3850	radicals	-42.217388297860225	-42.44566945274573	-0.22828115488550793	0.22828115488550793
C2H4O2-Rh5    	3503	radicals	-43.63608985623455	-43.55145317666279	0.08463667957175858	0.08463667957175858
C2H2O2-Pd5    	3857	radicals	-32.51459882697844	-32.957786304548335	-0.44318747756989296	0.44318747756989296
C1H1-Au3      	3098	radicals	-17.40804509292252	-17.323238837120584	0.08480625580193646	0.08480625580193646
H1O1-Fe5      	4507	radicals	-54.16631786627613	-54.143523666033616	0.022794200242515217	0.022794200242515217
H1-Ag1        	3464	radicals	-43.642398091997165	-43.560452547762	0.0819455442351682	0.0819455442351682
H1O1-Co6      	4282	radicals	-3.736476573334585	-3.7188359130361732	0.017640660298411603	0.017640660298411603
H1S1-Co6      	4612	radicals	-20.20242080462515	-20.267493119594292	-0.06507231496914301	0.06507231496914301
C1H1O1-Cd1    	3242	radicals	-9.793586502318021	-9.937421849481552	-0.14383534716353097	0.14383534716353097
C2H4O2-Pd5    	3862	radicals	-33.36797345899896	-33.363209944384266	0.004763514614694486	0.004763514614694486
C1O1-Pd4      	4116	radicals	-27.318641656484957	-27.231736327937288	0.08690532854766886	0.08690532854766886
H2S1-Rh3      	4569	radicals	-42.779007420223024	-42.72123477041805	0.05777264980497421	0.05777264980497421
C2O2-Ir4      	3949	radicals	-23.449972033855147	-23.44852511481207	0.0014469190430759227	0.0014469190430759227
C2H2O1-Cd3    	3254	radicals	-30.031272850657842	-29.951837626174296	0.07943522448354656	0.07943522448354656
S1-Pd6        	4042	radicals	-33.01284415721716	-33.03920616246995	-0.026362005252792642	0.026362005252792642
H1-Os1        	3189	radicals	-40.23060636839	-40.28070786277772	-0.05010149438771805	0.05010149438771805
O1-Ir3        	4046	radicals	-32.84489428139568	-32.723997077088654	0.12089720430702755	0.12089720430702755
C1O1-Ag4      	3454	radicals	-27.479738237131876	-27.502802526957282	-0.023064289825406092	0.023064289825406092
H2O1-Cd1      	3286	radicals	-6.760719569219873	-6.729066391222204	0.031653177997668536	0.031653177997668536
C2H4O2-Rh5    	3506	radicals	-27.723680496305548	-27.24078075504649	0.48289974125905744	0.48289974125905744
C1H2-Cu4      	4097	radicals	-4.476472537858172	-4.773686824674314	-0.2972142868161427	0.2972142868161427
C1H3-Cu3      	3372	radicals	-3.9627054614716144	-4.023953240905257	-0.06124777943364279	0.06124777943364279
C2H2O2-Pd4    	3870	radicals	-49.245013752491104	-49.32064632860374	-0.07563257611263907	0.07563257611263907
C2H4O2-Co7    	4313	radicals	-50.299990860393564	-50.30152414500503	-0.0015332846114688437	0.0015332846114688437
C2H1O1-Zn4    	3818	radicals	-3.7616164466401187	-3.8819225003214797	-0.12030605368136094	0.12030605368136094
C2H1-Ir5      	3927	radicals	-39.956187859269676	-40.17848257886658	-0.22229471959690272	0.22229471959690272
C1H3-Au2      	4081	radicals	-43.199982383456245	-43.16622961511098	0.033752768345266304	0.033752768345266304
C2H3O1-Ni3    	4436	radicals	-3.8602530242847024	-3.8630435391794435	-0.0027905148947411362	0.0027905148947411362
C1H4O1-Ag2    	3421	radicals	-2.8750419436573793	-2.8996028916003525	-0.024560947942973144	0.024560947942973144
C2H4O2-Ru6    	3575	radicals	-33.28954681872165	-33.178593485679585	0.11095333304206179	0.11095333304206179
C1H2O1-Zn2    	3793	radicals	-30.111137339621735	-30.068364496102646	0.04277284351908861	0.04277284351908861
H1-Cd2        	4086	radicals	-10.929567414833173	-10.767288483639504	0.16227893119366854	0.16227893119366854
C1-Rh7        	3561	radicals	-35.847396815845514	-35.712423601343744	0.1349732145017697	0.1349732145017697
C2H3O2-Ni6    	4401	radicals	-15.157748011569083	-15.30750669588906	-0.14975868431997696	0.14975868431997696
C2O1-Zn3      	3821	radicals	-50.24721873756221	-50.266712905492795	-0.019494167930588446	0.019494167930588446
C1O2-Ni4      	4369	radicals	-12.20858075078013	-12.220654578368794	-0.012073827588665154	0.012073827588665154
C1H4O1-Ir3    	3956	radicals	-25.547414777370378	-25.485182174120894	0.062232603249483986	0.062232603249483986
C2H4-Zn2      	3757	radicals	-2.795984716421799	-2.8106692292285516	-0.014684512806752537	0.014684512806752537
C2H4O2-Ru7    	3651	radicals	-36.31568118111841	-36.65606957613784	-0.3403883950194313	0.3403883950194313
C1H1O1-Cd2    	3249	radicals	-15.927635927476445	-15.899015403455678	0.028620524020766425	0.028620524020766425
C2H5O2-Ir5    	3953	radicals	-32.5231513844293	-32.542401441461095	-0.019250057031797496	0.019250057031797496
C1H2O1-Ag2    	3418	radicals	-5.70183353203015	-5.181690389388905	0.5201431426412455	0.5201431426412455
C2H4O2-Ru5    	3649	radicals	-32.664516439718795	-32.4833510544799	0.18116538523889858	0.18116538523889858
C2H4O1-Zn3    	3819	radicals	-8.473051440503696	-8.465590086375869	0.00746135412782678	0.00746135412782678
C2H1O1-Ni3    	4431	radicals	-21.068514048272334	-21.3285726056032	-0.2600585573308649	0.2600585573308649
C1H2O2-Cd1    	3205	radicals	-39.17084484461657	-39.42945806035766	-0.25861321574109297	0.25861321574109297
N1-Zn3        	4012	radicals	-30.765716573914744	-30.738920769003357	0.026795804911387222	0.026795804911387222
H1-Ir3        	4003	radicals	-22.287820776663636	-22.259426222828665	0.028394553834971248	0.028394553834971248
C2H1O2-Ir4    	3954	radicals	-27.46809387120522	-27.257682181290324	0.21041168991489556	0.21041168991489556
C2O1-Ni3      	4427	radicals	-30.33114041393128	-30.33876109084281	-0.00762067691152879	0.00762067691152879
N1-Fe5        	4268	radicals	-20.010305132913345	-20.049121526364388	-0.03881639345104304	0.03881639345104304
C2H2O2-Cu6    	3322	radicals	-33.30854053959155	-33.232886667859304	0.0756538717322428	0.0756538717322428
H1S1-Zn2      	4549	radicals	-46.81671210795662	-46.817095429109486	-0.0003833211528672109	0.0003833211528672109
C1H1O1-Co6    	4339	radicals	-39.71411108651421	-39.701788810030166	0.01232227648404205	0.01232227648404205
C2H1O1-Ru6    	3635	radicals	-14.892040988319991	-14.682768145747445	0.20927284257254541	0.20927284257254541
C1H2-Fe5      	4513	radicals	-9.509575499656194	-9.508890884922266	0.0006846147339274467	0.0006846147339274467
C2H5O2-Cd3    	3222	radicals	-41.64206741609905	-41.686214024264245	-0.04414660816519245	0.04414660816519245
C2H3O2-Fe7    	4251	radicals	-23.136836905205257	-23.251106833818938	-0.11426992861368035	0.11426992861368035
C2H4O2-Pt2    	3701	radicals	-20.994074026857504	-21.413509790029366	-0.4194357631718617	0.4194357631718617
C2H2O1-Pd4    	3889	radicals	-11.912245105454303	-11.926595198160612	-0.014350092706308715	0.014350092706308715
H1-Fe4        	4505	radicals	-23.017976587476994	-22.936900614375645	0.08107597310134906	0.08107597310134906
C2H6O1-Pd5    	3891	radicals	-11.631657176462113	-12.277196814596664	-0.6455396381345508	0.6455396381345508
C1H2-Ag3      	3452	radicals	-39.30666357408927	-39.327951306426485	-0.021287732337214038	0.021287732337214038
H1-Cd1        	3288	radicals	-8.245693095801016	-8.244535245075895	0.0011578507251215342	0.0011578507251215342
C2H2-Fe7      	4189	radicals	-31.713527814158	-31.468944862465833	0.24458295169216626	0.24458295169216626
C2H1O1-Co6    	4367	radicals	-26.977966306688522	-26.93954751157513	0.0384187951133903	0.0384187951133903
O2-Rh4        	3469	radicals	-35.592495347728686	-35.67584955776431	-0.0833542100356226	0.0833542100356226
C1H2O1-Pt4    	3715	radicals	-36.0890460987556	-36.20636366715257	-0.11731756839697027	0.11731756839697027
C2H2O1-Pd4    	3884	radicals	-27.432224259116843	-27.40449632718905	0.027727931927792326	0.027727931927792326
N1-Cd7        	4064	radicals	-33.401832705442246	-33.491628840408	-0.08979613496575212	0.08979613496575212
C1H3-Ir3      	3999	radicals	-35.0417401462704	-34.89403767233216	0.14770247393823865	0.14770247393823865
C2H3O1-Pd4    	3904	radicals	-5.889346983727592	-5.8649437811150165	0.024403202612575114	0.024403202612575114
H2S1-Cu1      	4573	radicals	-14.561488014650877	-14.727338300124757	-0.16585028547387992	0.16585028547387992
C2H2O2-Co8    	4326	radicals	-12.09017395087676	-11.959226397206749	0.13094755367001198	0.13094755367001198
C2H1O2-Ru4    	3585	radicals	-15.129551033760436	-15.050504848697983	0.07904618506245242	0.07904618506245242
C2H5-Fe6      	4169	radicals	-11.012449966330905	-10.716821020085263	0.2956289462456425	0.2956289462456425
C2H1-Cu4      	3297	radicals	-26.6895313177499	-26.682038956805567	0.007492360944333143	0.007492360944333143
H2O1-Os2      	4111	radicals	-33.419960010084935	-33.43110826694749	-0.011148256862554717	0.011148256862554717
O1-Fe6        	4019	radicals	-17.138076579572726	-17.11614288010753	0.021933699465193968	0.021933699465193968
C2H3O1-Co7    	4349	radicals	-6.511743804439448	-6.492473634878024	0.019270169561423245	0.019270169561423245
C2H3O1-Ru7    	3623	radicals	-3.7241645502970186	-3.6922479375975854	0.031916612699433244	0.031916612699433244
C2H2O1-Os5    	3181	radicals	-11.293787185642486	-11.290241070615139	0.003546115027347696	0.003546115027347696
C1H1O1-Fe4    	4476	radicals	-20.479030790748027	-20.45671613630992	0.022314654438105208	0.022314654438105208
C2H2O1-Rh4    	3521	radicals	-28.804664682467404	-28.744394135355577	0.060270547111827	0.060270547111827
O1-Pt1        	4035	radicals	-26.49192430925757	-26.633709879091118	-0.14178556983354795	0.14178556983354795
C2H1O1-Ni4    	4432	radicals	-30.846450634012456	-31.059927784003435	-0.2134771499909789	0.2134771499909789
S1-Ir7        	4047	radicals	-29.252492830475944	-28.957471992478986	0.2950208379969581	0.2950208379969581
C1H3-Cu4      	4096	radicals	-23.768316307678106	-23.405776919000857	0.36253938867724855	0.36253938867724855
O1-Os3        	3191	radicals	-11.025968741146016	-11.0109024846397	0.015066256506315767	0.015066256506315767
C2H6-Pd4      	3845	radicals	-29.636215248027355	-29.775822231609567	-0.1396069835822118	0.1396069835822118
H1N1-Fe5      	4621	radicals	-14.820729845533606	-14.796612161969051	0.02411768356455468	0.02411768356455468
C2H5-Ru3      	3664	radicals	-32.95883925462874	-32.97805697386781	-0.0192177192390659	0.0192177192390659
C1H3O1-Zn1    	3794	radicals	-20.53891565052703	-20.338208773758424	0.20070687676860643	0.20070687676860643
O2-Pd4        	3840	radicals	-22.589794240097888	-22.6034222535543	-0.013628013456411736	0.013628013456411736
C1H4O1-Os3    	3144	radicals	-30.541393249368923	-30.58221695214928	-0.04082370278035796	0.04082370278035796
C2H4O1-Au5    	3063	radicals	-23.11460703888224	-23.35584184593671	-0.2412348070544681	0.2412348070544681
N1-Co7        	4293	radicals	-39.38282380833209	-39.42854944725457	-0.04572563892247672	0.04572563892247672
S1-Fe8        	4269	radicals	-27.337617877482266	-27.044364945628036	0.29325293185423007	0.29325293185423007
H2S1-Cd1      	4554	radicals	-23.41063113718053	-23.415804395290934	-0.005173258110403367	0.005173258110403367
C1O1-Cu3      	3374	radicals	-32.4256478126203	-32.458531009831745	-0.03288319721144717	0.03288319721144717
C2H5O1-Ag4    	3431	radicals	-16.906894488061198	-16.903901270416895	0.0029932176443026037	0.0029932176443026037
H2N1-Ru4      	4558	radicals	-36.14291376290657	-36.20949254578102	-0.06657878287444419	0.06657878287444419
H1-Co4        	4276	radicals	-31.21424491400859	-32.12418899332647	-0.9099440793178815	0.9099440793178815
H2O1-Fe4      	4521	radicals	-10.446994477532826	-10.444431115913858	0.002563361618967974	0.002563361618967974
C2H3-Cd1      	3208	radicals	-23.398206720595056	-23.095546670610247	0.30266004998480867	0.30266004998480867
C2H5O1-Pt3    	3729	radicals	-27.045471196376724	-26.98284966462083	0.06262153175589447	0.06262153175589447
C2O1-Co6      	4359	radicals	-36.44147834975092	-36.14212267007463	0.29935567967629595	0.29935567967629595
C1H2O1-Pd4    	3879	radicals	-11.972073176914364	-12.042023766226066	-0.06995058931170206	0.06995058931170206
C1H2O1-Ag3    	3417	radicals	-12.1679471311229	-12.233159050709446	-0.06521191958654526	0.06521191958654526
C1H1O2-Ni2    	4370	radicals	-26.392749770740913	-26.33986860644992	0.05288116429099432	0.05288116429099432
C2H4O1-Os5    	3154	radicals	-48.161517866305985	-48.02417531694164	0.1373425493643481	0.1373425493643481
C2H2O1-Rh4    	3523	radicals	-39.12390929900994	-39.117919708814725	0.005989590195213168	0.005989590195213168
C2H4O1-Pd3    	3890	radicals	-38.771701835110434	-38.65096592540374	0.12073590970669557	0.12073590970669557
C2H1O2-Cu4    	3311	radicals	-26.48659512974715	-26.367032204458212	0.11956292528893897	0.11956292528893897
C2H3-Fe8      	4182	radicals	-42.97491134604434	-43.03245368766693	-0.057542341622593085	0.057542341622593085
C2H2O1-Ni5    	4443	radicals	-48.25068656922008	-47.860012906503016	0.39067366271706305	0.39067366271706305
H2N1-Os4      	4601	radicals	-32.31488022470478	-32.514078661751455	-0.19919843704667528	0.19919843704667528
H3N1-Au1      	4545	radicals	-32.10895158313667	-31.81874434389681	0.29020723923986225	0.29020723923986225
C20H3-Fe1     	4159	radicals	-46.786488102652356	-46.789195012521986	-0.0027069098696301808	0.0027069098696301808
C1O1-Fe6      	4518	radicals	-30.160367882603992	-30.23071145497005	-0.07034357236605615	0.07034357236605615
C1H3-Ni4      	4467	radicals	-42.844542717736886	-42.71406051279155	0.1304822049453378	0.1304822049453378
C1-Pt5        	4121	radicals	-40.10911170364409	-40.233584600227914	-0.12447289658382488	0.12447289658382488
C1-Ag3        	3453	radicals	-40.08792887195159	-40.064024933309724	0.023903938641865352	0.023903938641865352
C2H3O2-Au3    	3039	radicals	-25.923545799487215	-25.949802411141135	-0.02625661165392046	0.02625661165392046
C2H2O1-Cu4    	3348	radicals	-45.78910065997161	-45.76105827258675	0.028042387384857648	0.028042387384857648
C2H3O1-Ru5    	3617	radicals	-19.479146633850405	-19.43778107586013	0.04136555799027519	0.04136555799027519
C2H2O2-Fe8    	4211	radicals	-35.74894322278419	-35.736226582974155	0.012716639810037123	0.012716639810037123
C2H4O2-Fe8    	4201	radicals	-33.977939553312126	-33.976444916306605	0.0014946370055213265	0.0014946370055213265
C2H2O1-Ru6    	3671	radicals	-11.215518685058896	-11.079486999390156	0.13603168566874047	0.13603168566874047
C2H4-Ir4      	3925	radicals	-36.48278080960904	-36.57183356970529	-0.0890527600962514	0.0890527600962514
H1-Ni1        	4459	radicals	-12.165861737855039	-12.12051153281891	0.04535020503612941	0.04535020503612941
C2H2O2-Rh6    	3489	radicals	-6.218834387689867	-6.3446220916025595	-0.12578770391269245	0.12578770391269245
C1H3-Os3      	3192	radicals	-30.120548228851618	-30.27787928057569	-0.15733105172407136	0.15733105172407136
C1H4-(g)      	3831	radicals	-12.168250002157265	-12.08168094228813	0.08656905986913443	0.08656905986913443
C1H1-Rh3      	3553	radicals	-46.71425178350319	-46.64941056544308	0.0648412180601099	0.0648412180601099
H2S1-Ir2      	4559	radicals	-39.383380649348396	-39.42855339088783	-0.04517274153943163	0.04517274153943163
C2H4O2-Cd2    	3218	radicals	-27.203479776618707	-27.20079438419805	0.0026853924206555746	0.0026853924206555746
C1H2O1-Cd2    	3238	radicals	-46.08024648392734	-45.88313896123509	0.1971075226922494	0.1971075226922494
C1H2-Fe7      	4511	radicals	-16.924966581838248	-16.879524884510488	0.045441697327760266	0.045441697327760266
C2H3O1-Os4    	3164	radicals	-32.978675729926294	-33.012093289444465	-0.03341755951817049	0.03341755951817049
C20H2-Fe1     	4164	radicals	-26.061451006726926	-25.997856765503613	0.06359424122331347	0.06359424122331347
C2H3O1-Ru5    	3632	radicals	-29.941947979866654	-29.971342441914686	-0.029394462048031755	0.029394462048031755
C2H3O2-Ag5    	3400	radicals	-44.70072571071728	-44.87860723254062	-0.1778815218233376	0.1778815218233376
H1-Cu4        	4091	radicals	-32.220180576143605	-32.38553987927662	-0.16535930313301606	0.16535930313301606
C2H3O2-Cd3    	3237	radicals	-42.01522503732872	-41.90366122985802	0.11156380747070216	0.11156380747070216
C1H4-Ni1      	4458	radicals	-34.6781805396688	-34.767562987505585	-0.08938244783678329	0.08938244783678329
C1H2-Cu3      	3376	radicals	-19.74779876241803	-19.711747644608863	0.03605111780916559	0.03605111780916559
S1-Cd3        	4069	radicals	-20.57148927252757	-21.423761659051934	-0.852272386524362	0.852272386524362
C2H4O2-Pt3    	3705	radicals	-50.64005351130572	-50.562384442977645	0.07766906832807763	0.07766906832807763
C1H1O1-Au1    	3048	radicals	-13.017317397931265	-12.911251015224934	0.10606638270633084	0.10606638270633084
C2H3O2-Ru6    	3581	radicals	-46.62800610156137	-46.698751727338276	-0.07074562577690813	0.07074562577690813
C2H3O2-Ru6    	3653	radicals	-45.37689633710852	-45.79526850239017	-0.418372165281653	0.418372165281653
C1H4O1-Ru4    	3589	radicals	-30.300809930529	-30.173340858575926	0.12746907195307244	0.12746907195307244
O2-Cu4        	3290	radicals	-40.03394684243608	-40.00176285140162	0.032183991034457904	0.032183991034457904
C1H1O2-Fe7    	4153	radicals	-39.70298767454119	-40.32015523755035	-0.6171675630091613	0.6171675630091613
C2H2O1-Au4    	3059	radicals	-49.93537199389834	-50.28437091777755	-0.3489989238792077	0.3489989238792077
C2H3O1-Zn2    	3827	radicals	-15.739219383762475	-15.592711041975349	0.14650834178712557	0.14650834178712557
C1H1O1-Pt3    	3716	radicals	-13.432242827743721	-12.64265804115621	0.7895847865875112	0.7895847865875112
C2-Ni4        	4379	radicals	-29.43923766805102	-29.752404148585327	-0.3131664805343064	0.3131664805343064
O1-Au3        	3092	radicals	-35.33633033951537	-35.408409702060794	-0.07207936254542346	0.07207936254542346
H2S1-Au1      	4539	radicals	-35.28498423447081	-35.728653229661745	-0.44366899519093295	0.44366899519093295
C2H2O2-Ir6    	3937	radicals	-32.35192868736539	-32.30262656743946	0.049302119925926036	0.049302119925926036
C1O2-Pt3      	3679	radicals	-10.887424172364035	-10.910038542929897	-0.022614370565861464	0.022614370565861464
H1O1-Os3      	3197	radicals	-39.297054517288075	-39.29927478281343	-0.0022202655253522607	0.0022202655253522607
H2S1-Co6      	4616	radicals	-54.131087024185035	-54.183559430888636	-0.05247240670360043	0.05247240670360043
C20-Fe1       	4186	radicals	-6.12732632152597	-6.1573310608209795	-0.03000473929500913	0.03000473929500913
C2H3O2-Co8    	4329	radicals	-29.97316933002236	-28.949801625788382	1.0233677042339764	1.0233677042339764
C1O1-Ni1      	4451	radicals	-19.42334343449545	-19.391056908996234	0.03228652549921662	0.03228652549921662
C1H1-Pd4      	4118	radicals	-49.12446950336084	-49.1111368680356	0.013332635325241426	0.013332635325241426
C2H1O2-Ag4    	3407	radicals	-35.923538120648686	-35.88761241037719	0.035925710271499156	0.035925710271499156
C2H4O1-Au1    	3060	radicals	-36.628726789293296	-36.6637225908421	-0.034995801548802774	0.034995801548802774
C1O1-Au1      	3089	radicals	-2.669050203957113	-2.674016026958043	-0.004965823000929959	0.004965823000929959
C2-Ag4        	3388	radicals	-18.093206414419797	-18.112430837835404	-0.019224423415607816	0.019224423415607816
C2H1O2-Zn3    	3790	radicals	-36.217853837018765	-36.11508669789771	0.10276713912105606	0.10276713912105606
C2H5O2-Co7    	4315	radicals	-33.537849799667924	-33.65834041538585	-0.12049061571792663	0.12049061571792663
C2H3O2-Ag5    	3408	radicals	-25.578197496916744	-25.466375381467515	0.11182211544922893	0.11182211544922893
C2H3O1-Cu5    	3365	radicals	-19.734294973409305	-19.773629560270706	-0.03933458686140057	0.03933458686140057
C1H3O1-Cd3    	3244	radicals	-49.31532715606272	-49.01937640934307	0.2959507467196545	0.2959507467196545
H1-Ru4        	3596	radicals	-49.00224999882175	-49.48888803328646	-0.4866380344647041	0.4866380344647041
C2H2O2-Fe9    	4258	radicals	-16.54860120931494	-16.588457933219956	-0.03985672390501804	0.03985672390501804
C2H1O2-Ni4    	4397	radicals	-28.98434647287391	-28.798664838825715	0.18568163404819416	0.18568163404819416
C1-Cu7        	3369	radicals	-8.821958872091272	-8.821485636100078	0.00047323599119408755	0.00047323599119408755
C1H2O2-Rh4    	3468	radicals	-32.410041672720695	-32.42606899265246	-0.01602731993176576	0.01602731993176576
C2H1-Fe9      	4180	radicals	-34.35929125572932	-34.646710346254395	-0.2874190905250771	0.2874190905250771
C1H2O1-Co7    	4330	radicals	-26.171932237572356	-26.407389178242255	-0.23545694066989853	0.23545694066989853
